timestamp,side,price,quantity,commission,profit_loss,roi_pct
2025-03-11 00:00:00,BUY,79512.8,0.11947761869787002,9.5,,
2025-03-23 20:00:00,SELL,86086.76,0.11947761869787002,10.28544108621505,775.1556451288335,8.1595331066193
